aspect,go_id,count
BP,GO:0055086,2
BP,GO:0097173,2
BP,GO:0046348,2
BP,GO:0006576,2
BP,GO:0046037,2
BP,GO:0006183,2
BP,GO:0006241,2
BP,GO:0044571,2
BP,GO:0016261,2
BP,GO:0046854,2
BP,GO:0046653,2
BP,GO:0046417,2
BP,GO:0006614,2
BP,GO:0015837,2
BP,GO:0048545,2
BP,GO:0071288,2
BP,GO:0016310,2
BP,GO:0046081,2
BP,GO:0015969,2
BP,GO:0019394,2
BP,GO:0019580,2
BP,GO:0042836,2
BP,GO:0006399,2
BP,GO:0015756,2
BP,GO:0000096,2
BP,GO:0061504,2
BP,GO:0044355,2
BP,GO:0110155,2
BP,GO:0050779,2
BP,GO:0006304,2
BP,GO:0006014,2
BP,GO:0015797,2
BP,GO:0009446,2
BP,GO:0033388,2
BP,GO:0015727,2
BP,GO:0035873,2
BP,GO:0019346,2
BP,GO:0006654,2
BP,GO:0030541,2
BP,GO:2000145,2
BP,GO:1901276,2
BP,GO:0071467,2
BP,GO:0032329,2
BP,GO:0006064,2
BP,GO:0015695,2
BP,GO:0015804,2
BP,GO:0061818,2
BP,GO:0042558,2
BP,GO:0046836,2
BP,GO:0097054,2
BP,GO:0015739,2
BP,GO:0051252,2
BP,GO:0045717,2
BP,GO:0036376,2
BP,GO:0015980,2
BP,GO:0006487,2
BP,GO:0006047,2
BP,GO:0043094,2
BP,GO:1903806,2
BP,GO:0031638,2
BP,GO:0019878,2
BP,GO:0015710,2
BP,GO:0010960,2
BP,GO:0006835,2
BP,GO:0090540,2
BP,GO:0006426,2
BP,GO:0042843,2
BP,GO:0001514,2
BP,GO:0019518,2
BP,GO:0015853,2
BP,GO:0030153,2
BP,GO:0042875,2
BP,GO:0006271,2
BP,GO:0044787,2
BP,GO:0002926,2
BP,GO:0140018,2
BP,GO:0046034,2
BP,GO:0019303,2
BP,GO:0006532,2
BP,GO:0006780,2
BP,GO:0070716,2
BP,GO:0015693,2
BP,GO:0071267,2
BP,GO:0050667,2
BP,GO:0006785,2
BP,GO:0030164,2
BP,GO:0006555,2
BP,GO:0035344,2
BP,GO:0098710,2
BP,GO:1902599,2
BP,GO:0006646,2
BP,GO:0023019,2
BP,GO:0015744,2
BP,GO:0006018,2
BP,GO:0009264,2
BP,GO:0035433,1
BP,GO:0034620,1
BP,GO:0006771,1
BP,GO:0006747,1
BP,GO:0009398,1
BP,GO:0006428,1
BP,GO:0042454,1
BP,GO:0009064,1
BP,GO:1900751,1
BP,GO:1902270,1
BP,GO:0015879,1
BP,GO:1900749,1
BP,GO:0046655,1
BP,GO:0031427,1
BP,GO:0046452,1
BP,GO:0031118,1
BP,GO:0045944,1
BP,GO:0031507,1
BP,GO:0019321,1
BP,GO:0080090,1
BP,GO:0009750,1
BP,GO:0051258,1
BP,GO:0046067,1
BP,GO:0043107,1
BP,GO:0034213,1
BP,GO:0015828,1
BP,GO:0006086,1
BP,GO:0019595,1
BP,GO:0006178,1
BP,GO:0043101,1
BP,GO:0046100,1
BP,GO:0043633,1
BP,GO:0071047,1
BP,GO:0009891,1
BP,GO:0110052,1
BP,GO:0046124,1
BP,GO:0019509,1
BP,GO:0043099,1
BP,GO:0006225,1
BP,GO:0002184,1
BP,GO:0051484,1
BP,GO:0071709,1
BP,GO:1990516,1
BP,GO:0002136,1
BP,GO:0006433,1
BP,GO:0070299,1
BP,GO:2001061,1
BP,GO:0032265,1
BP,GO:0015806,1
BP,GO:0033477,1
BP,GO:0033528,1
BP,GO:0045493,1
BP,GO:0090347,1
BP,GO:0019541,1
BP,GO:0015856,1
BP,GO:0006209,1
BP,GO:0005989,1
BP,GO:0046271,1
BP,GO:0015731,1
BP,GO:0042920,1
BP,GO:0019529,1
BP,GO:0042885,1
BP,GO:2001008,1
BP,GO:0046839,1
BP,GO:1902767,1
BP,GO:0045337,1
BP,GO:0033384,1
BP,GO:0048034,1
BP,GO:0015835,1
BP,GO:0051083,1
BP,GO:0072488,1
BP,GO:0015670,1
BP,GO:0006168,1
BP,GO:0009123,1
BP,GO:0046083,1
BP,GO:0006172,1
BP,GO:0046501,1
BP,GO:0006810,1
BP,GO:0015720,1
BP,GO:0010136,1
BP,GO:0006423,1
BP,GO:0071466,1
BP,GO:0015673,1
BP,GO:0042398,1
BP,GO:0009237,1
BP,GO:0046214,1
BP,GO:0044550,1
BP,GO:0043041,1
BP,GO:0033195,1
BP,GO:0018247,1
BP,GO:1903424,1
BP,GO:0140114,1
BP,GO:0009106,1
BP,GO:0031504,1
BP,GO:0006429,1
BP,GO:0035600,1
BP,GO:0006425,1
BP,GO:0052778,1
BP,GO:1900705,1
BP,GO:1903352,1
BP,GO:0035865,1
BP,GO:0007603,1
BP,GO:0000719,1
BP,GO:0033512,1
BP,GO:0006104,1
BP,GO:0051476,1
BP,GO:0006013,1
BP,GO:0070206,1
BP,GO:0019805,1
BP,GO:0034258,1
BP,GO:0019318,1
BP,GO:0046687,1
BP,GO:0032361,1
BP,GO:0042545,1
BP,GO:0034656,1
BP,GO:1900378,1
BP,GO:0018315,1
BP,GO:0034635,1
BP,GO:0061940,1
BP,GO:0010134,1
BP,GO:0018410,1
BP,GO:0044283,1
BP,GO:0035606,1
BP,GO:0018119,1
BP,GO:0042883,1
BP,GO:0006524,1
BP,GO:0043201,1
BP,GO:0006434,1
BP,GO:0018201,1
BP,GO:0044814,1
BP,GO:0006563,1
BP,GO:2000767,1
BP,GO:0033468,1
BP,GO:0006421,1
BP,GO:0006222,1
BP,GO:0009220,1
BP,GO:0032055,1
BP,GO:0051701,1
BP,GO:0009597,1
BP,GO:1903658,1
BP,GO:0019242,1
BP,GO:0035335,1
BP,GO:0009968,1
BP,GO:1904082,1
BP,GO:0006864,1
BP,GO:0010133,1
BP,GO:0006560,1
BP,GO:0015824,1
BP,GO:0035524,1
BP,GO:0015912,1
BP,GO:0098732,1
BP,GO:0061939,1
BP,GO:1990000,1
BP,GO:1905906,1
BP,GO:0050685,1
BP,GO:0051274,1
BP,GO:0008361,1
BP,GO:0034203,1
BP,GO:0045861,1
BP,GO:0019367,1
BP,GO:0072711,1
BP,GO:0071361,1
BP,GO:0000716,1
BP,GO:0006283,1
BP,GO:0044873,1
BP,GO:0030961,1
BP,GO:0043433,1
BP,GO:0009637,1
BP,GO:0009785,1
BP,GO:0032955,1
BP,GO:0008298,1
BP,GO:0007105,1
BP,GO:0051726,1
BP,GO:1901891,1
BP,GO:0044179,1
BP,GO:0010226,1
BP,GO:0045723,1
BP,GO:0019217,1
BP,GO:0030007,1
BP,GO:0006884,1
BP,GO:0071945,1
BP,GO:0061610,1
BP,GO:0046365,1
BP,GO:0015810,1
BP,GO:0009156,1
BP,GO:0042157,1
BP,GO:0043602,1
BP,GO:0046470,1
BP,GO:0045862,1
BP,GO:0031648,1
BP,GO:0036198,1
BP,GO:0006115,1
BP,GO:0006066,1
BP,GO:0098002,1
BP,GO:0044581,1
BP,GO:0090357,1
BP,GO:0000481,1
BP,GO:0000470,1
BP,GO:0019250,1
BP,GO:0046890,1
BP,GO:0001731,1
BP,GO:0002188,1
BP,GO:0016078,1
BP,GO:0010557,1
BP,GO:0009050,1
BP,GO:1902604,1
BP,GO:0015814,1
BP,GO:0046196,1
BP,GO:0009308,1
BP,GO:0019619,1
BP,GO:0042919,1
BP,GO:0042619,1
BP,GO:0098659,1
BP,GO:0046187,1
BP,GO:0006543,1
BP,GO:0070458,1
BP,GO:0046208,1
BP,GO:0015936,1
BP,GO:0046203,1
BP,GO:0071807,1
BP,GO:0019309,1
BP,GO:0030573,1
BP,GO:0009758,1
BP,GO:0032261,1
BP,GO:0046101,1
BP,GO:0006154,1
BP,GO:0015950,1
BP,GO:0043103,1
BP,GO:0046103,1
BP,GO:0009168,1
BP,GO:0060566,1
BP,GO:0042819,1
BP,GO:0042817,1
BP,GO:0006437,1
BP,GO:0043628,1
BP,GO:1900372,1
BP,GO:0043580,1
BP,GO:0031163,1
BP,GO:0001887,1
BP,GO:0046279,1
BP,GO:0046952,1
BP,GO:0019395,1
BP,GO:0018117,1
BP,GO:0009893,1
BP,GO:0006435,1
BP,GO:0061615,1
BP,GO:0006593,1
BP,GO:0051304,1
BP,GO:0033345,1
BP,GO:0019365,1
BP,GO:0071421,1
BP,GO:0140048,1
BP,GO:0070298,1
BP,GO:0141178,1
BP,GO:0051050,1
BP,GO:1902836,1
BP,GO:0098705,1
BP,GO:0006422,1
BP,GO:0043052,1
BP,GO:0006482,1
BP,GO:0051649,1
BP,GO:0019447,1
BP,GO:0097681,1
BP,GO:0106300,1
BP,GO:0051479,1
BP,GO:0044027,1
BP,GO:0015733,1
BP,GO:0046033,1
BP,GO:0035350,1
BP,GO:0045883,1
BP,GO:0031342,1
BP,GO:0051494,1
BP,GO:1903066,1
BP,GO:0032880,1
BP,GO:0006065,1
BP,GO:0005976,1
BP,GO:0019673,1
BP,GO:0006229,1
BP,GO:0044211,1
BP,GO:0009224,1
BP,GO:2001023,1
BP,GO:0006665,1
BP,GO:0035785,1
BP,GO:0006431,1
BP,GO:0031667,1
BP,GO:0009251,1
BP,GO:0006217,1
BP,GO:0006729,1
BP,GO:0097639,1
BP,GO:0046113,1
BP,GO:0006001,1
BP,GO:1903412,1
BP,GO:0018063,1
BP,GO:0019333,1
BP,GO:0051224,1
BP,GO:0035513,1
BP,GO:0072702,1
BP,GO:0070989,1
BP,GO:0031346,1
BP,GO:0018217,1
BP,GO:1904583,1
BP,GO:0043442,1
BP,GO:0042538,1
BP,GO:0006124,1
BP,GO:0046475,1
BP,GO:0046174,1
BP,GO:2001315,1
BP,GO:0033320,1
BP,GO:0006493,1
BP,GO:0016926,1
BP,GO:0016579,1
BP,GO:0010139,1
BP,GO:2001251,1
BP,GO:0019542,1
BP,GO:1902022,1
BP,GO:0120232,1
BP,GO:0009403,1
BP,GO:0006761,1
BP,GO:0046901,1
BP,GO:0035971,1
BP,GO:0033542,1
BP,GO:0015909,1
BP,GO:0051410,1
BP,GO:0036088,1
BP,GO:0070178,1
BP,GO:0001561,1
BP,GO:0031670,1
BP,GO:1900192,1
BP,GO:0006828,1
BP,GO:0140967,1
BP,GO:0015691,1
BP,GO:0015863,1
BP,GO:0006148,1
BP,GO:0046115,1
BP,GO:1903228,1
BP,GO:0006161,1
BP,GO:0006149,1
BP,GO:0043609,1
BP,GO:0045819,1
BP,GO:0043610,1
BP,GO:0045912,1
BP,GO:0034229,1
BP,GO:0006580,1
BP,GO:0051391,1
BP,GO:0018205,1
BP,GO:0002101,1
BP,GO:1904812,1
BP,GO:0015857,1
BP,GO:0006223,1
BP,GO:0046084,1
BP,GO:0006799,1
BP,GO:0006798,1
BP,GO:0097501,1
BP,GO:1990532,1
BP,GO:0006427,1
BP,GO:0006228,1
BP,GO:0042262,1
BP,GO:0140647,1
BP,GO:0002128,1
BP,GO:0006020,1
BP,GO:0019264,1
BP,GO:0015671,1
BP,GO:0071500,1
BP,GO:0001932,1
BP,GO:0071871,1
BP,GO:0055082,1
BP,GO:0006382,1
BP,GO:0002100,1
BP,GO:0032885,1
BP,GO:0002939,1
BP,GO:0006741,1
BP,GO:0019674,1
BP,GO:0036298,1
BP,GO:0070929,1
BP,GO:0070930,1
BP,GO:1990748,1
BP,GO:0170039,1
BP,GO:0170033,1
BP,GO:0015812,1
BP,GO:0071243,1
BP,GO:0045948,1
BP,GO:0006109,1
BP,GO:0006419,1
BP,GO:0006282,1
BP,GO:0035825,1
BP,GO:0006062,1
BP,GO:0071731,1
BP,GO:0071732,1
BP,GO:0046944,1
BP,GO:2000892,1
BP,GO:0019379,1
BP,GO:0046052,1
BP,GO:0046047,1
BP,GO:0046076,1
BP,GO:0046061,1
BP,GO:0010034,1
BP,GO:1901425,1
BP,GO:0043254,1
BP,GO:0033567,1
BP,GO:0042846,1
BP,GO:0042354,1
BP,GO:0043468,1
BP,GO:2000042,1
BP,GO:1903775,1
BP,GO:0006231,1
BP,GO:0045332,1
BP,GO:0140329,1
BP,GO:0051977,1
BP,GO:0010628,1
BP,GO:0045490,1
BP,GO:0051345,1
BP,GO:1902760,1
BP,GO:0046098,1
BP,GO:0006147,1
BP,GO:0015747,1
BP,GO:0015851,1
BP,GO:0034552,1
BP,GO:0006105,1
BP,GO:0042391,1
BP,GO:0006544,1
BP,GO:0000921,1
BP,GO:0019678,1
BP,GO:0071476,1
BP,GO:0033389,1
BP,GO:0006556,1
BP,GO:0033353,1
BP,GO:0009143,1
BP,GO:0009146,1
BP,GO:0006528,1
BP,GO:0006530,1
BP,GO:0106004,1
BP,GO:0036265,1
BP,GO:0032238,1
BP,GO:0015864,1
BP,GO:0008216,1
BP,GO:0061157,1
BP,GO:0062132,1
BP,GO:0001680,1
BP,GO:0106354,1
BP,GO:1901275,1
BP,GO:0015745,1
BP,GO:0070525,1
BP,GO:0071289,1
BP,GO:0052131,1
BP,GO:0033543,1
BP,GO:0015736,1
BP,GO:0015778,1
BP,GO:0019665,1
BP,GO:0061727,1
BP,GO:1990481,1
BP,GO:0000050,1
BP,GO:0000053,1
BP,GO:0090070,1
BP,GO:0019277,1
BP,GO:0006874,1
BP,GO:0006053,1
BP,GO:0006051,1
BP,GO:0031334,1
BP,GO:1903052,1
BP,GO:0045732,1
BP,GO:0071218,1
BP,GO:1900079,1
BP,GO:1900081,1
BP,GO:0071963,1
BP,GO:0051983,1
BP,GO:0015887,1
BP,GO:0018012,1
BP,GO:0018023,1
BP,GO:0045911,1
BP,GO:0006450,1
BP,GO:0031365,1
BP,GO:0019988,1
BP,GO:0071951,1
BP,GO:0000372,1
BP,GO:0033120,1
BP,GO:0072714,1
BP,GO:0019354,1
BP,GO:1901281,1
BP,GO:0071269,1
BP,GO:0006436,1
BP,GO:0046295,1
BP,GO:1902328,1
BP,GO:0010106,1
BP,GO:0000025,1
BP,GO:0045913,1
BP,GO:0044042,1
BP,GO:0071266,1
BP,GO:0043102,1
BP,GO:0015807,1
BP,GO:1903805,1
BP,GO:1903801,1
BP,GO:0015692,1
BP,GO:0010312,1
BP,GO:0010288,1
BP,GO:0072531,1
BP,GO:0050919,1
BP,GO:0019310,1
BP,GO:0001659,1
BP,GO:1901684,1
BP,GO:0015700,1
BP,GO:0015699,1
BP,GO:0042743,1
BP,GO:0071423,1
BP,GO:0030245,1
BP,GO:0046181,1
BP,GO:0044403,1
BP,GO:0005998,1
BP,GO:0005997,1
BP,GO:0042852,1
BP,GO:0016259,1
BP,GO:0001717,1
BP,GO:0002131,1
BP,GO:0002132,1
BP,GO:0046167,1
BP,GO:0008104,1
BP,GO:0051262,1
BP,GO:0015941,1
BP,GO:0010974,1
BP,GO:0046132,1
BP,GO:0046710,1
BP,GO:0009179,1
BP,GO:0002938,1
BP,GO:0006146,1
BP,GO:0015712,1
BP,GO:0046397,1
BP,GO:0006275,1
BP,GO:0001682,1
BP,GO:0090358,1
BP,GO:0009072,1
BP,GO:0042431,1
BP,GO:0045936,1
BP,GO:0030643,1
BP,GO:2000186,1
BP,GO:0046349,1
BP,GO:0071278,1
BP,GO:0009081,1
BP,GO:0015974,1
BP,GO:0042168,1
BP,GO:0006171,1
BP,GO:0070581,1
BP,GO:0046471,1
BP,GO:0071265,1
BP,GO:0006218,1
BP,GO:0042181,1
BP,GO:0010795,1
BP,GO:0006446,1
BP,GO:1902758,1
BP,GO:0019720,1
BP,GO:0043547,1
BP,GO:0008645,1
BP,GO:0015762,1
BP,GO:0071291,1
BP,GO:0046411,1
BP,GO:0046342,1
BP,GO:0046166,1
BP,GO:0042167,1
BP,GO:1902369,1
BP,GO:0042371,1
BP,GO:0009233,1
BP,GO:0010332,1
BP,GO:1904689,1
BP,GO:0019343,1
BP,GO:0015977,1
BP,GO:0006739,1
BP,GO:0006768,1
BP,GO:0042364,1
BP,GO:0030813,1
BP,GO:0006742,1
BP,GO:0019677,1
BP,GO:0006778,1
BP,GO:0071284,1
BP,GO:0019281,1
BP,GO:0018105,1
BP,GO:0070262,1
BP,GO:0044341,1
BP,GO:0034289,1
BP,GO:0060326,1
BP,GO:0042866,1
BP,GO:1900376,1
BP,GO:0019292,1
BP,GO:0006863,1
BP,GO:0098719,1
BP,GO:0006847,1
BP,GO:0018394,1
BP,GO:0034421,1
BP,GO:0015942,1
BP,GO:0018909,1
BP,GO:0033051,1
BP,GO:1905647,1
BP,GO:1901606,1
BP,GO:0005995,1
BP,GO:0015769,1
BP,GO:0036260,1
BP,GO:0015839,1
BP,GO:0006531,1
BP,GO:0006533,1
BP,GO:0046496,1
BP,GO:0110051,1
BP,GO:1990497,1
BP,GO:0043487,1
BP,GO:0045974,1
BP,GO:0045975,1
BP,GO:0040033,1
BP,GO:0019042,1
BP,GO:0046040,1
BP,GO:0046086,1
BP,GO:0000451,1
BP,GO:0015816,1
BP,GO:0001762,1
BP,GO:0018283,1
BP,GO:0050427,1
BP,GO:0030307,1
BP,GO:0060699,1
BP,GO:0061475,1
BP,GO:0006438,1
BP,GO:0015726,1
BP,GO:0010039,1
BP,GO:1990641,1
BP,GO:0006054,1
BP,GO:0006388,1
BP,GO:0097623,1
BP,GO:0051599,1
BP,GO:0042873,1
BP,GO:0019584,1
BP,GO:0034195,1
BP,GO:0033215,1
BP,GO:0043100,1
BP,GO:0009222,1
BP,GO:0019859,1
BP,GO:0006449,1
BP,GO:0046386,1
BP,GO:0006213,1
BP,GO:0019686,1
BP,GO:0071248,1
BP,GO:0019660,1
BP,GO:1901367,1
BP,GO:2001279,1
BP,GO:0098795,1
BP,GO:0071456,1
BP,GO:0046325,1
BP,GO:0071287,1
MF,GO:0005515,1157
MF,GO:0046872,710
MF,GO:0016740,576
MF,GO:0000166,512
MF,GO:0003677,502
MF,GO:0016787,493
MF,GO:0042802,470
MF,GO:0005524,434
MF,GO:0016491,364
MF,GO:0042803,315
MF,GO:0003824,287
MF,GO:0022857,228
MF,GO:0003700,201
MF,GO:0000287,192
MF,GO:0016829,174
MF,GO:0008270,167
MF,GO:0016301,166
MF,GO:0003723,164
MF,GO:0051536,145
MF,GO:0016887,143
MF,GO:0051539,121
MF,GO:0016853,120
MF,GO:0000976,106
MF,GO:0003676,97
MF,GO:0016874,94
MF,GO:0043565,94
MF,GO:0008233,85
MF,GO:0004518,77
MF,GO:0009055,72
MF,GO:0016746,67
MF,GO:0016757,66
MF,GO:0015293,64
MF,GO:0019843,64
MF,GO:0008168,63
MF,GO:0050660,61
MF,GO:0000987,60
MF,GO:0030170,59
MF,GO:0016616,59
MF,GO:0030145,58
MF,GO:0005525,58
MF,GO:0003735,57
MF,GO:0005506,57
MF,GO:0004519,54
MF,GO:0000049,53
MF,GO:0016779,50
MF,GO:0016747,47
MF,GO:0016772,43
MF,GO:0051287,42
MF,GO:0004803,41
MF,GO:0016798,39
MF,GO:0010181,38
MF,GO:0020037,38
MF,GO:0051537,35
MF,GO:0097216,34
MF,GO:0015297,33
MF,GO:0016791,33
MF,GO:0008982,33
MF,GO:0008237,33
MF,GO:0001216,32
MF,GO:0000155,31
MF,GO:0001217,29
MF,GO:0003924,29
MF,GO:0050661,28
MF,GO:0071949,28
MF,GO:0043022,28
MF,GO:0000156,28
MF,GO:0004673,27
MF,GO:0004386,26
MF,GO:0008198,26
MF,GO:0004553,26
MF,GO:0030246,26
MF,GO:0004812,25
MF,GO:0016831,24
MF,GO:0003697,24
MF,GO:0044183,23
MF,GO:0004527,23
MF,GO:0004721,23
MF,GO:0004175,22
MF,GO:0005507,21
MF,GO:0008483,21
MF,GO:0015288,21
MF,GO:0016620,21
MF,GO:0042626,20
MF,GO:0048038,20
MF,GO:0004521,20
MF,GO:0016788,20
MF,GO:0008137,20
MF,GO:0051082,19
MF,GO:0016836,19
MF,GO:0016651,19
MF,GO:0071916,19
MF,GO:0008236,18
MF,GO:0043546,18
MF,GO:0042910,18
MF,GO:0016151,18
MF,GO:0003954,18
MF,GO:0140359,17
MF,GO:1904680,17
MF,GO:0016810,17
MF,GO:0004252,17
MF,GO:0004222,16
MF,GO:0008757,16
MF,GO:0071111,16
MF,GO:0015562,16
MF,GO:0008047,16
MF,GO:0016597,15
MF,GO:0016832,15
MF,GO:0004180,15
MF,GO:0003678,15
MF,GO:0003729,14
MF,GO:0016773,14
MF,GO:0016765,14
MF,GO:0097367,14
MF,GO:0004601,14
MF,GO:0004672,14
MF,GO:0005509,14
MF,GO:0070403,13
MF,GO:0008324,13
MF,GO:0043024,13
MF,GO:0003887,13
MF,GO:0004177,13
MF,GO:0052689,13
MF,GO:0030151,13
MF,GO:0052621,13
MF,GO:0015125,13
MF,GO:0090563,13
MF,GO:0030955,13
MF,GO:0008173,13
MF,GO:0043531,12
MF,GO:0050136,12
MF,GO:0043023,12
MF,GO:0008408,12
MF,GO:0015171,12
MF,GO:0051213,12
MF,GO:0046983,12
MF,GO:0016857,12
MF,GO:0098531,12
MF,GO:0019899,11
MF,GO:0050897,11
MF,GO:0009982,11
MF,GO:0030976,11
MF,GO:0015473,11
MF,GO:0019904,11
MF,GO:0008106,11
MF,GO:0008080,11
MF,GO:0005198,11
MF,GO:0051087,10
MF,GO:0015035,10
MF,GO:0003755,10
MF,GO:0003955,10
MF,GO:0034061,10
MF,GO:0005351,10
MF,GO:0008658,10
MF,GO:0016780,10
MF,GO:0016758,10
MF,GO:0016614,10
MF,GO:0003684,10
MF,GO:0015295,10
MF,GO:0016811,10
MF,GO:0016783,10
MF,GO:0015078,10
MF,GO:0016818,10
MF,GO:0015205,10
MF,GO:0046914,10
MF,GO:0008289,10
MF,GO:0070180,10
MF,GO:0002161,9
MF,GO:0003690,9
MF,GO:0009002,9
MF,GO:0016763,9
MF,GO:0015036,9
MF,GO:0097163,9
MF,GO:0004176,9
MF,GO:0004857,9
MF,GO:0050308,9
MF,GO:0015417,9
MF,GO:0008094,9
MF,GO:0001046,9
MF,GO:0046933,9
MF,GO:0016989,8
MF,GO:0051538,8
MF,GO:0016879,8
MF,GO:0016627,8
MF,GO:0001000,8
MF,GO:0008955,8
MF,GO:0060090,8
MF,GO:0016682,8
MF,GO:0008081,8
MF,GO:0070006,8
MF,GO:0003746,8
MF,GO:0016743,8
MF,GO:0008933,8
MF,GO:0016407,8
MF,GO:0016776,8
MF,GO:0016462,8
MF,GO:0035438,8
MF,GO:0042834,8
MF,GO:0016705,8
MF,GO:0004364,8
MF,GO:0043138,8
MF,GO:0003774,8
MF,GO:0000175,8
MF,GO:0048027,8
MF,GO:0048029,8
MF,GO:0003899,8
MF,GO:0015385,7
MF,GO:0070181,7
MF,GO:0004190,7
MF,GO:0016799,7
MF,GO:0008410,7
MF,GO:0120159,7
MF,GO:0008296,7
MF,GO:0016861,7
MF,GO:0048039,7
MF,GO:0003724,7
MF,GO:0015344,7
MF,GO:0015343,7
MF,GO:0008932,7
MF,GO:0016903,7
MF,GO:0019239,7
MF,GO:0005337,7
MF,GO:0030234,7
MF,GO:0008381,7
MF,GO:0009009,7
MF,GO:0016790,7
MF,GO:0008320,7
MF,GO:0015489,7
MF,GO:0022877,7
MF,GO:0004792,7
MF,GO:0009389,7
MF,GO:0008940,7
MF,GO:0015640,7
MF,GO:0003916,7
MF,GO:0019003,7
MF,GO:0004520,7
MF,GO:0036397,7
MF,GO:0016987,7
MF,GO:0015128,7
MF,GO:0046961,7
MF,GO:0140662,6
MF,GO:0004359,6
MF,GO:0046982,6
MF,GO:0016289,6
MF,GO:0008753,6
MF,GO:0015079,6
MF,GO:0070401,6
MF,GO:0106029,6
MF,GO:0140098,6
MF,GO:0016881,6
MF,GO:1990238,6
MF,GO:0017111,6
MF,GO:0038023,6
MF,GO:0004659,6
MF,GO:0005543,6
MF,GO:0008234,6
MF,GO:0016805,6
MF,GO:0008979,6
MF,GO:0001108,6
MF,GO:0016413,6
MF,GO:0004022,6
MF,GO:0015291,6
MF,GO:0033748,6
MF,GO:0015190,6
MF,GO:0009486,6
MF,GO:0016530,6
MF,GO:0015620,6
MF,GO:0016209,6
MF,GO:0071972,6
MF,GO:0015424,6
MF,GO:0004497,6
MF,GO:0008199,6
MF,GO:0003743,6
MF,GO:0008649,6
MF,GO:0004540,6
MF,GO:0016866,6
MF,GO:0160182,6
MF,GO:0004029,6
MF,GO:0004888,6
MF,GO:0008863,6
MF,GO:0015144,6
MF,GO:0004333,6
MF,GO:0080146,6
MF,GO:0015232,6
MF,GO:0004748,6
MF,GO:0008235,6
MF,GO:0008170,6
MF,GO:0005315,6
MF,GO:0031072,5
MF,GO:0003756,5
MF,GO:0015643,5
MF,GO:0003984,5
MF,GO:0008745,5
MF,GO:0003727,5
MF,GO:0031419,5
MF,GO:0140640,5
MF,GO:0003747,5
MF,GO:0000150,5
MF,GO:0015188,5
MF,GO:0005304,5
MF,GO:0015658,5
